question,volume,suspicion_score,surprise_score,late_move_ratio,price_volatility,max_single_move,total_price_move,price_momentum_6h,price_momentum_12h,new_wallet_ratio,new_wallet_ratio_6h,burst_score,directional_consensus,order_flow_imbalance,wallet_concentration,wallet_age_median_days,cross_market_wallet_flag,label,is_labeled_only,label_weight,is_confirmed,is_positive,pu_prob,iso_score,ocsvm_score,insider_trading_prob,end_date
"Will Elon Musk post 260-279 tweets from February 10 to February 17, 2026?",1185718.286674,0.04937506042474138,0.272,9.349206349206357,0.06995296874418515,0.394,0.03149999999999997,0.1475,0.05299999999999999,0.11647907068900129,0.058126938898345956,0.0901819898253527,0.5551123097485264,0.28841406900423533,0.9112390263646846,307.0,20.0,,False,0.0,False,False,0.005246096229363908,0.5135177060757891,0.0007813301092081152,0.02976672349765401,2026-02-17T17:00:00Z
"Will Elon Musk post 280-299 tweets from February 10 to February 17, 2026?",1011562.675743,-0.144666902882981,0.2,0.09207161125319692,0.009866664270653342,0.04000000000000001,0.1955,-0.0255,-0.045500000000000006,0.31164405009322704,0.23240930647739702,0.1024667218169511,0.8087235838358697,0.617447167671739,0.9002152838120137,215.5,15.0,,False,0.0,False,False,0.003944484577827103,0.1341810377743499,0.4392170616033605,0.09751082764275994,2026-02-17T17:00:00Z
Will Rixi Ramona Moncada Godoy win the 2025 Honduras presidential election?,4398248.002192,-0.14746832813743233,0.285,0.0,0.003486376512377425,0.010000000000000009,0.009999999999999953,-0.009999999999999953,-0.014999999999999958,0.010705167748843064,0.005857784693059086,0.026669929043308,0.6168948616951254,0.23377636585693196,0.8700453118840243,267.0,8.0,,False,0.0,False,False,0.17823983818387346,0.10156151373970233,0.8706587609715686,0.31288970651920395,2025-11-30T00:00:00Z
Will Salvador Nasralla win the 2025 Honduras presidential election?,8185435.249886,-0.1410098338603531,0.405,0.0,0.012429065367604178,0.04500000000000004,0.025000000000000022,-0.030000000000000027,-0.040000000000000036,0.0369800784284947,0.027427025599515386,0.0406871609403255,0.6240835791919656,0.23515408959444162,0.9017853679914141,267.0,9.0,,False,0.0,False,False,0.01054306940834971,0.053153684678525895,0.8836049543993449,0.18728597717005757,2025-11-30T00:00:00Z
Will Lee Jae-myung win 45-50% of the vote in the South Korea election?,6157737.577165,-0.10502177249067418,0.295,0.6666666666666654,0.017715241664567904,0.08500000000000002,0.014999999999999958,-0.16499999999999998,-0.12999999999999995,0.04766475707304023,0.028192730910510066,0.0409679686715533,0.544795291447436,0.09009972234287078,0.8827075818746468,449.5,16.0,,False,0.0,False,False,0.0029831180417095805,0.14902097988893748,0.577709715088715,0.12523033054347207,2025-06-03T12:00:00Z
Will Lee Jae-myung win 50-55% of the vote in the South Korea election?,6176032.109745,-0.11145138158702622,0.41500000000000004,0.181818181818181,0.016506168511000237,0.09000000000000008,0.10999999999999999,0.17999999999999994,0.16999999999999993,0.14124881390637398,0.1359310636734545,0.0359573338481586,0.7652180755472165,0.4610299553742926,0.9284920400234524,414.0,11.0,,False,0.0,False,False,0.0049853690619584765,0.14469233078061458,0.7308766591617681,0.1571489751678532,2025-06-03T12:00:00Z
Will CDU/CSU and SPD form the next German Government?,1934548.249683,-0.04600032922217634,0.505,4.5,0.00851861328475218,0.04500000000000004,0.010000000000000009,-0.015000000000000013,-0.010000000000000009,0.018561219475780887,0.012666438925378018,0.0168067226890756,0.6154607770810782,0.1622330890646587,0.9041033548792565,582.0,12.0,,False,0.0,False,False,0.08228695302500065,0.3034737609148661,0.17649421050864136,0.11218774491622206,2025-02-23T12:00:00Z
"Will Elon Musk post 340-359 tweets from December 16 to December 23, 2025?",1318409.907517,-0.03689984204090807,0.76,0.2583050847457627,0.038573309179760686,0.1905,0.7375,0.18500000000000005,0.512,0.26199196411903153,0.19278546723858492,0.0997569968158203,0.8034979781658255,0.5927716982087486,0.9110168408404253,450.0,17.0,,False,0.0,False,False,0.007730277603701164,0.3569391639237501,0.06298637674680496,0.036241941748324374,2025-12-23T17:00:00Z
"Will Elon Musk post 360-379 tweets from December 16 to December 23, 2025?",1345674.775427,-0.11736186217818245,0.2955,0.0,0.029695855278697798,0.1705,0.27749999999999997,-0.14450000000000002,-0.365,0.4237017353724775,0.38056623979575144,0.0760177177810588,0.7791832977758498,0.5583665955516997,0.9069541405494876,203.0,12.0,,False,0.0,False,False,0.013107319755248908,0.34976588489119514,0.2350621989479627,0.07433122385058899,2025-12-23T17:00:00Z
"Will Elon Musk post 340-359 tweets from January 23 to January 30, 2026?",1675285.800874,-0.15237824829929597,0.235,0.0,0.034766464557431334,0.2125,0.2345,-0.012499999999999999,-0.027,0.17466342372296773,0.0,0.0365757419797563,0.7810060404308984,0.5620120808617969,0.9267028886423776,268.0,17.0,,False,0.0,False,False,0.007000754361719695,0.0747713336698769,0.5743837088443372,0.12386587422365106,2026-01-30T17:00:00Z
"Will Elon Musk post 380-399 tweets from February 6 to February 13, 2026?",1222323.597803,-0.0670171465526746,0.1685,0.6115384615384615,0.029181694278977963,0.123,0.13,-0.306,-0.4055,0.1654344616848688,0.1244689608079105,0.0756731420238529,0.6202801893286775,0.2405603786573558,0.9071055215615451,466.0,19.0,,False,0.0,False,False,0.004060692110499508,0.3420617411430786,0.2518026890496382,0.07050914394995621,2026-02-13T17:00:00Z
"Will Elon Musk post 400-419 tweets from February 6 to February 13, 2026?",1074287.984868,-0.1416325317417057,0.1865,0.08918918918918918,0.018299294848219023,0.10749999999999998,0.185,-0.052,-0.17049999999999998,0.18746239807502738,0.1434822934480711,0.1082450483648088,0.7542646083948116,0.5085292167896237,0.9132230234196501,350.0,17.0,,False,0.0,False,False,0.005638002667094157,0.11494090389945741,0.5436340317791065,0.1187023535511148,2026-02-13T17:00:00Z
"Will Elon Musk post 420-439 tweets from February 6 to February 13, 2026?",1036038.865227,-0.1558515346986581,0.202,0.004962779156327543,0.014701396354629604,0.074,0.2015,-0.0185,-0.051,0.25996424257553735,0.09883470676872257,0.0282887034029535,0.8085067508325926,0.6170135016651853,0.9188033543515626,214.0,14.0,,False,0.0,False,False,0.016076108010250674,0.08206374557789951,0.6280559305882197,0.14177145440422695,2026-02-13T17:00:00Z
"Will Elon Musk post 460-479 tweets from December 26 to January 2, 2026?",2003877.624427,-0.08482172459923698,0.182,1.337962962962963,0.06468867708813737,0.2935,0.21600000000000003,0.08450000000000002,0.02300000000000002,0.4331513788085891,0.337705643835089,0.0851444384449244,0.7319685601487336,0.46393712029746753,0.9170478175504158,243.5,14.0,,False,0.0,False,False,0.006411800007530919,0.35909702304073027,0.19359329425615948,0.0614823600089166,2026-01-02T17:00:00Z
"Will Elon Musk post 480-499 tweets from December 26 to January 2, 2026?",1865487.781487,-0.05800516712277687,0.7945,0.5454545454545453,0.03898198676295661,0.20399999999999996,0.374,0.07700000000000007,0.199,0.4509265938157488,0.4165057116469208,0.2044407657981862,0.5296590198630664,0.6317125195817883,0.9219111535996685,272.0,17.0,,False,0.0,False,False,0.007393604242329751,0.5423155554498861,0.05945752719465324,0.04455248639317226,2026-01-02T17:00:00Z
"Will Elon Musk post 500-519 tweets from December 26 to January 2, 2026?",2651921.02222,-0.11461849046270406,0.154,0.6643835616438357,0.03914975426989792,0.185,0.146,-0.13799999999999998,-0.14049999999999999,0.510822335070185,0.47490336078365564,0.2097185754964683,0.5524836259454856,0.7752628368929825,0.9206139186885458,215.0,17.0,,False,0.0,False,False,0.013033785281131863,0.5276227106164139,0.09150938635036102,0.0544583517617418,2026-01-02T17:00:00Z
"Will Elon Musk post 380-399 tweets from December 2 to December 9, 2025?",1253576.700451,-0.15298046546369776,0.207,0.0,0.03789117824624736,0.1615,0.2065,-0.003,-0.001,0.0,0.0,0.0653576632207035,0.8450160928618844,0.6900321857237695,0.9079124763140674,212.5,12.0,,False,0.0,False,False,0.10627454625333452,0.0650145911905306,0.6799932408283245,0.21895528741519232,2025-12-09T17:00:00Z
"Will Elon Musk post 400-419 tweets from December 2 to December 9, 2025?",2837413.049151,-0.11195478889306537,0.2115,1.3957345971563981,0.04756472086422674,0.2945,0.211,-0.0495,-0.034999999999999996,0.31997701360078434,0.18862439382832333,0.0680793184909442,0.855197505131177,0.7103950102623536,0.9123340213205158,532.0,16.0,,False,0.0,False,False,0.009678269875117499,0.25125779059558506,0.3674126988547752,0.09330413170707241,2025-12-09T17:00:00Z
"Will Elon Musk post 420-439 tweets from December 2 to December 9, 2025?",1401057.520747,-0.007501014500120362,0.8235,0.33710247349823325,0.04791167651041791,0.23850000000000005,0.7075,0.354,0.5815,0.2133887876772878,0.14507808959374724,0.0822948416219761,0.7111084384073927,0.5338693789564105,0.9101189814603081,487.0,19.0,,False,0.0,False,False,0.006708088309283472,0.4241205752737945,0.03600197353977571,0.03343748970360747,2025-12-09T17:00:00Z
Will the next Government of Canada be a Liberal minority?,4811447.770381,-0.14342032827820905,0.195,0.16666666666666682,0.005222526684524925,0.024999999999999994,0.03,0.0050000000000000044,0.0050000000000000044,0.011159736858665892,0.008295039504641503,0.0268129189518586,0.7352182282754252,0.4704364565508512,0.9126298690048678,565.0,15.0,,False,0.0,False,False,0.012011808589018834,0.07610151823382427,0.7137614641772937,0.15556622518891408,2025-04-28T12:00:00Z
Will the next Government of Canada be a Liberal majority?,6726160.903071,-0.1302964651055259,0.4,0.0,0.0060908320035317695,0.020000000000000018,0.0050000000000000044,0.015000000000000013,0.04499999999999993,0.023563279974282016,0.0028052490467449357,0.0113723574966859,0.6897670275315823,0.37628244259125365,0.9397059618122592,450.0,8.0,,False,0.0,False,False,0.32119900262973644,0.09108592548088632,0.9270810051283105,0.4308697492720088,2025-04-28T12:00:00Z
"Will Elon Musk post 500-519 tweets from January 9 to January 16, 2026?",1692505.851327,-0.10221546261685466,0.18,0.0,0.04354930654439819,0.18999999999999997,0.1795,-0.2245,-0.3595,0.5423520990649354,0.42252463885575536,0.0883853847724025,0.7733782938188353,0.5467565876376711,0.931228860651341,208.0,16.0,,False,0.0,False,False,0.004464305047613475,0.4045481539840442,0.11699317449279548,0.04697427138347142,2026-01-16T17:00:00Z
"Will Elon Musk post 520-539 tweets from January 9 to January 16, 2026?",1306297.400054,-0.0021049799012226034,0.825,0.8295454545454545,0.078908494316697,0.42500000000000004,0.44,0.07499999999999996,0.265,0.3172922433397347,0.23301726115056248,0.1422947131608548,0.5659560146288622,0.23044298771668273,0.8896459094806615,309.0,19.0,,False,0.0,False,False,0.007076036294161759,0.5163094457640451,0.053690499186857955,0.04186059934619517,2026-01-16T17:00:00Z
"Will Elon Musk post 480-499 tweets from January 9 to January 16, 2026?",1109194.519369,-0.15190122943143536,0.16,0.0,0.01727967227970788,0.07899999999999999,0.1595,-0.0075,-0.068,0.14047820466463878,0.0,0.0456019456830158,0.8246119455039783,0.6492238910079564,0.9207403178503031,268.0,20.0,,False,0.0,False,False,0.00652982952132299,0.12468802774817642,0.5417700955674067,0.11948579264188242,2026-01-16T17:00:00Z
"Will Elon Musk post 360-379 tweets from December 23 to December 30, 2025?",1382845.220241,-0.14977263108704708,0.225,0.0,0.04295465707117872,0.16,0.2245,-0.023,-0.011,0.032527798853937966,0.0,0.0809102402022756,0.6636716210684461,0.3251583325937928,0.9006915609481325,325.0,19.0,,False,0.0,False,False,0.01327692964870506,0.11352138670292702,0.5158672026519964,0.11880720710207443,2025-12-30T17:00:00Z
"Will Elon Musk post 260-279 tweets from February 13 to February 20, 2026?",1236513.828192,-0.12101874348223479,0.1715,0.0,0.050450043359743506,0.286,0.171,-0.1635,-0.08,0.03611694941859579,0.0,0.064516129032258,0.7064012304575799,0.41280246091516,0.9159038789404952,307.0,19.0,,False,0.0,False,False,0.007027944916044173,0.17311019949662027,0.40580856227257456,0.09508818111637907,2026-02-20T17:00:00Z
"Will Elon Musk post 280-299 tweets from February 13 to February 20, 2026?",1636520.876772,0.04651388292610137,0.265,0.0,0.0858971707951856,0.5395000000000001,0.2645,-0.7195,-0.6045,0.31824940841649424,0.22871829205612648,0.1247645528746972,0.6083353600096204,0.46287000852778504,0.9253997841068173,377.5,19.0,,False,0.0,False,False,0.004617386450802955,0.6190621123019635,0.008987373790496382,0.03621362021129967,2026-02-20T17:00:00Z
"Will Elon Musk post 300-319 tweets from February 13 to February 20, 2026?",1543727.581746,0.037906354964690414,0.745,0.32799999999999996,0.08579337566577354,0.32999999999999996,0.625,0.685,0.755,0.22983419843602307,0.08569119930218362,0.0802868082823208,0.6495629889195905,0.27408767110925564,0.8998435165532845,241.0,16.0,,False,0.0,False,False,0.005727663178730241,0.5720399639635089,0.010158252257702718,0.03492939603376367,2026-02-20T17:00:00Z
"Will Elon Musk post 500-519 tweets from January 2 to January 9, 2026?",1655217.099818,-0.1561674373421904,0.225,0.0,0.027543917210219874,0.13299999999999998,0.2245,-0.014,-0.014499999999999999,0.12306060699285067,1.1224225287698998e-06,0.0589985672826126,0.8235036988195124,0.6470073976390248,0.9200262818665301,548.5,17.0,,False,0.0,False,False,0.016045940520828507,0.06554833243279089,0.6326202707992479,0.1418359261721105,2026-01-09T17:00:00Z
"Will Elon Musk post 520-539 tweets from January 2 to January 9, 2026?",1290313.961384,-0.07795274906058791,0.152,0.0,0.05786409055874356,0.367,0.1515,-0.15,-0.1635,0.10887057334463791,1.2521477977620852e-06,0.0810761547154679,0.7256332409200636,0.4512664818401271,0.920547405953219,243.5,18.0,,False,0.0,False,False,0.007061808152144516,0.21070720290834746,0.305357868587384,0.07690328997700256,2026-01-09T17:00:00Z
"Will Elon Musk post 300-319 tweets from January 30 to February 6, 2026?",1938946.526338,-0.1366492413812852,0.206,0.07268170426065165,0.021526805381479528,0.06900000000000003,0.19949999999999998,-0.0775,-0.1465,0.2736550039949164,0.16284114358575255,0.0514064559553523,0.7627397731792667,0.5254795463585326,0.9078207444945872,241.0,18.0,,False,0.0,False,False,0.003963288454379654,0.0975953242296535,0.4623533049585696,0.10032289354398133,2026-02-06T17:00:00Z
"Will Elon Musk post 320-339 tweets from January 30 to February 6, 2026?",1254539.182258,-0.13407726560650768,0.35,0.0028612303290414883,0.020327852652978706,0.08,0.3495,-0.008499999999999999,-0.0215,0.1538921230826661,0.05207165796986964,0.0363526905621932,0.7302420067432442,0.46048401348648826,0.9147392166722583,317.0,16.0,,False,0.0,False,False,0.008092761554177003,0.07106741970236073,0.6471998912078397,0.13906292039231874,2026-02-06T17:00:00Z
"Will Elon Musk post 340-359 tweets from January 30 to February 6, 2026?",1007546.126528,-0.15657301832084763,0.235,0.0,0.01772063271732187,0.065,0.2345,-0.004,-0.0045000000000000005,0.09854413311692843,0.01589831245108063,0.03710298087416,0.7828916254758059,0.565783250951612,0.9141442553722514,487.0,16.0,,False,0.0,False,False,0.006384723910880739,0.03579438788080497,0.7475592178591163,0.15609010589902406,2026-02-06T17:00:00Z
"Will Elon Musk post 340-359 tweets from January 27 to February 3, 2026?",1410394.983751,-0.041879446261387954,0.7655000000000001,0.1728971962616823,0.03628697673892198,0.13750000000000007,0.7490000000000001,0.23850000000000005,0.5255000000000001,0.37366526130573224,0.320146219887984,0.0868024527778633,0.7512503596437193,0.6103429638584357,0.9136161996498231,214.0,18.0,,False,0.0,False,False,0.00691575961367427,0.44358221436952194,0.029095367149801016,0.03318500385869201,2026-02-03T17:00:00Z
"Will Elon Musk post 360-379 tweets from January 27 to February 3, 2026?",1209905.284391,-0.0977535772464943,0.275,0.5,0.02700703260020839,0.13,0.26,-0.21000000000000002,-0.385,0.29577518219539156,0.2505987155896757,0.0656032070823067,0.6400073447368478,0.2800146894736958,0.9209924017504056,241.0,18.0,,False,0.0,False,False,0.005053800196769431,0.2658384121057297,0.22882625742640558,0.06284752223814469,2026-02-03T17:00:00Z
"Will Elon Musk post 380-399 tweets from January 27 to February 3, 2026?",1154749.417396,-0.15110548549551067,0.17,0.014836795252225518,0.016388766592978034,0.09000000000000002,0.1685,-0.0215,-0.0835,0.29180288168262636,0.21286281533162335,0.0386520390686478,0.7764198883670619,0.5528397767341241,0.9180973621076638,214.0,18.0,,False,0.0,False,False,0.0043598441644332065,0.13835329303850866,0.42225488355876006,0.09463852448700236,2026-02-03T17:00:00Z
Will Conservative win the third most seats in the 2026 Colombian Chamber of Representatives election?,1224213.4217790118,-0.1587979633820868,0.36,0.0,0.011496254827402998,0.050000000000000044,0.08499999999999996,0.0,-0.024999999999999967,0.2077651995032936,0.07558516667913202,0.1710526315789473,0.7810463696451415,0.5669764573780521,0.7421563774769879,187.0,3.0,,False,0.0,False,False,0.01370182392717056,0.22421739854432446,0.4999630014186597,0.12147983815632608,2026-03-08T00:00:00Z
"Will Elon Musk post 200-219 tweets from November 18 to November 25, 2025?",1324014.527801,0.125315727721797,0.8175,0.08995686999383852,0.09697141659290331,0.6625,0.8115,0.9625,0.9795,0.31851980634684157,0.24925351164294746,0.1081355123464153,0.6559235512568956,0.626485209215399,0.8816012883939561,388.0,16.0,,False,0.0,False,False,0.01097902903905937,0.7647480255361767,0.0018166194873057721,0.046834996953564516,2025-11-25T17:00:00Z
"Will Elon Musk post 160-179 tweets from November 18 to November 25, 2025?",1178206.488194,0.007511914800073183,0.28,0.0,0.08303067636925814,0.5599999999999999,0.2795,-0.1645,-0.7645000000000001,0.17943155510746583,0.04581557134312424,0.0818963157606613,0.5094889424786356,0.3102458427470937,0.8985101872269332,550.0,20.0,,False,0.0,False,False,0.00469733527646743,0.5214072689150494,0.032499212204800065,0.03609320734406306,2025-11-25T17:00:00Z
"Will Elon Musk post 180-199 tweets from November 18 to November 25, 2025?",1134120.389387,0.12321489462716928,0.325,0.0,0.13947701336305288,0.8395,0.3245,-0.8145,-0.2345,0.18667280350523233,0.09808775971920254,0.1014637587443419,0.693421513380533,0.181261139716605,0.89114989280264,388.0,19.0,,False,0.0,False,False,0.006731046977747592,0.7009491764945001,0.002268128252798879,0.04054936970859548,2025-11-25T17:00:00Z
"Will Elon Musk post 360-379 tweets from February 17 to February 24, 2026?",1180726.71435,-0.0933002413070032,0.305,0.7777777777777779,0.042342223537975496,0.18500000000000003,0.09,-0.30000000000000004,-0.10500000000000001,0.20151916106997375,0.12299365790766036,0.127112370038948,0.6295887831154305,0.18289189795301128,0.8974930573246485,328.0,18.0,,False,0.0,False,False,0.0060281787205866836,0.27220324547586183,0.2942328580185854,0.0769778679179502,2026-02-24T17:00:00Z
"Will Elon Musk post 340-359 tweets from February 17 to February 24, 2026?",1286680.620605,-0.04045762251030194,0.8049999999999999,0.06779661016949139,0.03855617265633976,0.16999999999999993,0.5900000000000001,0.35000000000000003,0.20500000000000007,0.13484444367052784,0.08317138418879853,0.1096882120504167,0.6281686609055314,0.11398773849106693,0.8992543971004505,203.0,19.0,,False,0.0,False,False,0.010772279867346685,0.4283846566767918,0.07835988582362104,0.04517041989907381,2026-02-24T17:00:00Z
"Will Elon Musk post 380-399 tweets from February 17 to February 24, 2026?",1498903.959547,-0.15346009819882356,0.236,0.01284796573875803,0.010967132758619255,0.053500000000000006,0.23349999999999999,-0.0395,-0.026500000000000003,0.30612354207573156,0.2650203511113076,0.064478190182988,0.8555266929486651,0.7110533858973301,0.9205387136252801,241.5,17.0,,False,0.0,False,False,0.00930939050298738,0.15055860584755004,0.4081463290788061,0.09613923898537927,2026-02-24T17:00:00Z
"Will Elon Musk post 580+ tweets from January 6 to January 13, 2026?",2114583.883492,0.028612556245982246,0.8395,0.036231884057971016,0.03958008559621117,0.16700000000000004,0.8280000000000001,-0.13949999999999999,-0.12000000000000001,0.14949502211776078,0.12792175472516396,0.0491947630633762,0.5702800312085147,0.46917643811018855,0.9109609890130264,354.5,19.0,,False,0.0,False,False,0.017445096794681345,0.42272226343659275,0.06690420108006329,0.0476007759838533,2026-01-13T17:00:00Z
"Will Elon Musk post 240-259 tweets from December 9 to December 16, 2025?",1538877.199745,-0.13847787119315003,0.3015,0.0,0.03451514386728334,0.1545,0.301,-0.099,-0.0705,0.20557263634945894,0.10394255632497768,0.0363800979464175,0.8255842604131589,0.6511685208263177,0.9179266518574158,448.0,16.0,,False,0.0,False,False,0.005681219127837678,0.0811285121143415,0.6073098205333526,0.12977930405826585,2025-12-16T17:00:00Z
"Will Elon Musk post 280-299 tweets from December 9 to December 16, 2025?",1069181.673109,-0.1361693169619494,0.1885,0.05675675675675676,0.036907219142162495,0.152,0.185,-0.054,-0.2405,0.18917477471135644,0.13349843717455193,0.0523567280421374,0.7340674882020105,0.46813497640402074,0.8957805426028533,368.0,16.0,,False,0.0,False,False,0.016578944844132734,0.0752462933682491,0.566989371374559,0.1295943975764238,2025-12-16T17:00:00Z
"Will Elon Musk post 260-279 tweets from December 9 to December 16, 2025?",1030994.218189,-0.057051688168573145,0.677,0.017817371937639215,0.032036565940589366,0.15499999999999992,0.6735,0.1655000000000001,0.3345,0.17434068218565776,0.11248459317936439,0.0569822013636766,0.7305057716465321,0.521303317507294,0.8955902543042029,335.0,17.0,,False,0.0,False,False,0.01108260617287288,0.26112805799890715,0.14844508374180976,0.051057374277961975,2025-12-16T17:00:00Z
"Will Elon Musk post 220-239 tweets from November 21 to November 28, 2025?",1189917.920446,-0.15249875821315673,0.155,0.0,0.018272537680090344,0.065,0.1545,-0.001,-0.0205,0.0,0.0,0.0427128427128427,0.8477559567997925,0.6955119135995853,0.9218607442647286,268.0,13.0,,False,0.0,False,False,0.11780244537560551,0.03971422853628389,0.7971106481537905,0.24975967508927643,2025-11-28T17:00:00Z
"Will Elon Musk post 240-259 tweets from November 21 to November 28, 2025?",1456832.772115,-0.15593537630705667,0.255,0.003929273084479371,0.022350711917591748,0.1,0.2545,0.0,0.0,0.0904305487222877,0.033348326635465775,0.0425002075205445,0.8659939437731528,0.7319878830084323,0.9340537269646114,452.5,16.0,,False,0.0,False,False,0.025042639145653505,0.03416181428331252,0.733268913624635,0.16714385279833274,2025-11-28T17:00:00Z
"Will Elon Musk post 260-279 tweets from November 21 to November 28, 2025?",1429837.793661,-0.11208750373539567,0.2835,0.0,0.05401275983914705,0.33599999999999997,0.282,-0.0015,-0.112,0.17393511761584976,0.05324145569777684,0.0637886597938144,0.66285043344096,0.3291196352285305,0.8962903072044732,522.0,15.0,,False,0.0,False,False,0.004720500251955232,0.13890065966195092,0.4250178473942535,0.09548897765091469,2025-11-28T17:00:00Z
"Will Elon Musk post 280-299 tweets from November 21 to November 28, 2025?",1168037.268733,-0.023359082076902904,0.819,0.09324155193992492,0.03457642547650723,0.20650000000000002,0.7989999999999999,0.24149999999999994,0.37849999999999995,0.26887448390198826,0.21721035560213042,0.0671882190520018,0.8151679351577941,0.6581384885505253,0.9067099139682435,388.0,17.0,,False,0.0,False,False,0.010008485390170716,0.36139608871659007,0.04945087104494259,0.035466342687446056,2025-11-28T17:00:00Z
"Will Elon Musk post 220-239 tweets from November 25 to December 2, 2025?",1457659.07326,-0.14543691345471688,0.161,0.0,0.029246116890718928,0.15699999999999997,0.1605,-0.001,0.0,0.0012030721244244216,0.0,0.0481956890288205,0.8802814908432604,0.7605629816865207,0.9058650188114479,289.0,12.0,,False,0.0,False,False,0.07188469124178103,0.05530437875923611,0.7806309001467612,0.21280491739864982,2025-12-02T17:00:00Z
"Will Elon Musk post 240-259 tweets from November 25 to December 2, 2025?",1800994.239604,-0.031735586231232626,0.315,0.0,0.08176525846640409,0.43000000000000005,0.3145,-0.3795,-0.4145,0.2281786185465809,0.16399635499498574,0.0744287721854994,0.6914131337266339,0.41256778252304427,0.9021065317767509,317.0,17.0,,False,0.0,False,False,0.004365151034889462,0.34575247419271393,0.0950143079772474,0.039564348581252275,2025-12-02T17:00:00Z
"Will Elon Musk post 260-279 tweets from November 25 to December 2, 2025?",1112541.620639,-0.014355746653191559,0.7384999999999999,0.018480492813141625,0.06717366498518505,0.3665,0.7304999999999999,0.41600000000000004,0.496,0.25290711626678036,0.18274069044261929,0.0498758072528564,0.787567625516278,0.4764979878608002,0.895530283620922,298.5,14.0,,False,0.0,False,False,0.04659923521665053,0.42618243490100843,0.038325673044920065,0.06392368276652233,2025-12-02T17:00:00Z
Will Trump talk to Mohammed bin Salman in March?,2588697.508453999,-0.12952981336486774,0.2665,0.5894428152492669,0.05911946213662722,0.196,0.1705,-0.022499999999999992,-0.037000000000000005,0.03296598454969443,0.030856109040232546,0.0481651376146789,0.5556332234966326,0.5801750254591245,0.7112304959442022,245.0,6.0,,False,0.0,False,False,0.006738153723080255,0.14856796075101464,0.7004858174040068,0.1525791768106623,2026-03-31T00:00:00Z
Will Trump talk to Xi Jinping in March?,12358578.449661002,0.1434165312703356,0.37,0.0056980056980057035,0.13444748689098632,0.6815,0.351,-0.7255,-0.872,0.18636905319992456,0.1118979916782671,0.0770853307766059,0.5815219826498258,0.6368036574210456,0.8964828861465042,496.5,11.0,,False,0.0,False,False,0.03812944698786112,0.7561629611490159,0.00203096362069018,0.06681142602248467,2026-03-31T00:00:00Z
Will Trump talk to Mark Rutte in March?,1115636.4387210016,-0.09543126175813388,0.4835,0.08087091757387245,0.0626522175358129,0.33049999999999996,0.3215,-0.0625,-0.07649999999999998,0.05653102229206523,0.03821809663602205,0.0676156583629893,0.5277997664919901,0.39338983056936494,0.7981896089672527,240.0,3.0,,False,0.0,False,False,0.04142946009026836,0.19793307487281023,0.45969649940503465,0.13290804869234873,2026-03-31T00:00:00Z
Will Rafał Trzaskowski win by 0-4%?,2337133.206746,-0.10594453374970958,0.595,0.3043478260869568,0.007166455231106079,0.03500000000000003,0.11499999999999999,0.03500000000000003,0.040000000000000036,0.020802435370492686,0.014362415549115876,0.041490095594757,0.5711369259708414,0.11812052247210991,0.8972965813082245,638.0,14.0,,False,0.0,False,False,0.017683459725060264,0.25005373616606574,0.47694809379237463,0.12115490036057341,2025-06-01T12:00:00Z
Will Rafał Trzaskowski win by 4-8%?,2582463.992202,-0.10048226954974865,0.185,1.6666666666666663,0.010611668799606384,0.04999999999999999,0.03,0.07,0.07999999999999999,0.027547754230667135,0.018088348133166836,0.0466216896586446,0.5898858606299431,0.17977172125988625,0.8865441542675603,582.0,18.0,,False,0.0,False,False,0.0035163987318281727,0.2108130433335399,0.409822850478411,0.09514252131123033,2025-06-01T12:00:00Z
Will Karol Nawrocki win by 0-4%?,2294538.94302,-0.12930234615014724,0.315,0.6666666666666669,0.01275442741723485,0.08000000000000002,0.12,-0.11499999999999999,-0.13,0.01351835542100197,0.01082795195637461,0.0565060123179196,0.5789795177133336,0.1579590354266671,0.8862880858145346,582.0,16.0,,False,0.0,False,False,0.006909422200333828,0.11982409203586582,0.5350677114943867,0.118186813550921,2025-06-01T12:00:00Z
"Will Elon Musk post 260-279 tweets from November 11 to November 18, 2025?",1155382.812836,0.008768679682218061,0.7755,0.41508152173913043,0.06486886168910472,0.3055,0.736,0.492,0.5075000000000001,0.3398592994741172,0.24229638525108238,0.0691113517974109,0.7411470026598035,0.4229105344986751,0.8972110341861383,251.0,13.0,,False,0.0,False,False,0.00618430094643488,0.5042549631813704,0.02241645369678923,0.03433426460825253,2025-11-18T17:00:00Z
"Will Elon Musk post 300-319 tweets from November 11 to November 18, 2025?",1133508.286997,-0.14540780165138584,0.2055,0.1372549019607843,0.015261238057672946,0.056999999999999995,0.204,-0.061,-0.0075,0.2352283828565438,0.17732126691697883,0.0531594784353059,0.7880805941957889,0.5761611883915784,0.9015042244957214,268.0,15.0,,False,0.0,False,False,0.005718934916784714,0.08331555383385847,0.6135068936839463,0.13115635761607072,2025-11-18T17:00:00Z
"Will Elon Musk post 140-159 tweets from November 14 to November 21, 2025?",1066913.290917,-0.14778333047759257,0.2215,0.0,0.03317268982804004,0.2,0.221,-0.0265,-0.0865,0.0013910890463859746,0.0,0.0404964075767472,0.8682607587630836,0.7365215175261672,0.897948624057235,359.0,12.0,,False,0.0,False,False,0.09541162856543829,0.07519959308284865,0.7862661932380919,0.23257193972583956,2025-11-21T17:00:00Z
